2015/08/12                                     Regional Medical Associates - Hamilton                                       PAGE   1

   Dept    Doc   Doc  Doc Name                  AMT-INCEXP  AMT-TOTDED     DIFF     AMT-PAYPOT  AMT-ADVOUT  AMT-PAYEFT    Doc
     1       7   23J  TWISS MED PROF CORP         6,364.12         .00    6,364.12   16,666.66         .00   16,666.66     1
     1       7   25B  ALMEIDA MED PROF CORP      10,523.05         .00   10,523.05   20,500.00         .00   20,500.00     1
     1       7   26E  KRAUS DE CAMARGO MED PRO   16,166.67         .00   16,166.67   15,250.00         .00   15,250.00     1
     1       7   308  BAIRD MED PROF CORP         8,333.33         .00    8,333.33   14,568.75         .00   14,568.75     1
     1       7   32F  EL GOUHARY MED PROF CORP   16,666.67         .00   16,666.67   16,666.66         .00   16,666.66     1
     1       7   35K  PAI                        14,102.90         .00   14,102.90   17,670.00         .00   17,670.00     1
     1       7   36K  MUKERJI                    16,333.33         .00   16,333.33   14,583.34         .00   14,583.34     1
2015/08/12                                     Regional Medical Associates - Hamilton                                       PAGE  11

   Dept    Doc   Doc  Doc Name                  AMT-INCEXP  AMT-TOTDED     DIFF     AMT-PAYPOT  AMT-ADVOUT  AMT-PAYEFT    Doc
  Company  Dept  Nbr                                                                                                       Ep
                                                                                                                        Pay Code

     1       7   386  BASSILIOUS                 14,666.67         .00   14,666.67   13,750.00         .00   13,750.00     1
     1       7   38B  ISSENMAN MED PROF CORP     16,833.33         .00   16,833.33   15,916.68         .00   15,916.68     1
     1       7   42F  SAMIEE                     13,946.03         .00   13,946.03   12,166.66         .00   12,166.66     1
     1       7   480  SHERLOCK                      -34.79         .00      -34.79   13,750.00         .00   13,750.00     1
     1       7   50F  MARRIN MED PROF CORP       16,583.33         .00   16,583.33   15,666.66         .00   15,666.66     1
     1       7   59C  BATTHISH                   14,666.67         .00   14,666.67   13,750.00         .00   13,750.00     1
     1       7   610  BELOSTOTSKY                14,836.67         .00   14,836.67   13,750.01         .00   13,750.01     1
     1       7   632  MCASSEY                    15,750.00         .00   15,750.00   14,833.34         .00   14,833.34     1
     1       7   665  CARTER MED PROF CORP          999.88         .00      999.88   12,750.00         .00   12,750.00     1
     1       7   66C  WILLIAMS MED PROF CORP     14,685.83         .00   14,685.83   14,583.34         .00   14,583.34     1
     1       7   732  SAIGAL                      8,416.67         .00    8,416.67    7,500.00         .00    7,500.00     1
     1       7   736  PEDDER                     11,666.67         .00   11,666.67   11,666.66         .00   11,666.66     1
     1       7   742  ROSENBAUM                   3,250.00      700.00    2,550.00    2,333.34         .00    1,633.34     1
     1       7   773  DENT                       10,458.33    4,500.00    5,958.33   10,000.00         .00    5,500.00     1
     1       7   77E  PUGH                        2,308.71         .00    2,308.71    9,166.66         .00    9,166.66     1
     1       7   81E  MARJERRISON                   906.57         .00      906.57   15,833.34         .00   15,833.34     1
     1       7   828  CELLUCCI                    7,942.16         .00    7,942.16   13,750.00         .00   13,750.00     1
     1       7   82J  JONES                       6,764.42         .00    6,764.42   13,750.00         .00   13,750.00     1
     1       7   84F  SOMANI MED PROF CORP       14,354.17         .00   14,354.17   13,437.50         .00   13,437.50     1
     1       7   887  HARMAN                        669.60         .00      669.60   11,866.66         .00   11,866.66     1
     1       7   89K  WONG MED PROF CORP          2,561.66         .00    2,561.66   14,833.34         .00   14,833.34     1
     1       7   92A  ABDUL WAHAB                15,500.00         .00   15,500.00   14,583.34         .00   14,583.34     1
     1       7   966  CALLEN MED PROF CORP       15,730.56         .00   15,730.56   14,833.34         .00   14,833.34     1
     1       7   F81  ARORA MED PROF CORP         4,804.35         .00    4,804.35   14,833.34         .00   14,833.34     1
     1       7   G40  MAHONEY MED PROF CORP      16,816.67         .00   16,816.67   15,900.00         .00   15,900.00     1
     1       7   H17  JOHNSON                    15,750.00   11,727.00    4,023.00   14,833.34         .00    3,106.34     1
     1       7   H56  CHOONG MED PROF CORP       18,416.67         .00   18,416.67   17,500.00         .00   17,500.00     1
     1       7   H59  CUPIDO MED PROF CORP       18,416.67         .00   18,416.67   17,500.00         .00   17,500.00     1
     1       7   H90  RATCLIFFE                     916.67         .00      916.67         .01         .00         .01     1
     1       7   L48  MESTERMAN MED PROF CORP     5,011.93         .00    5,011.93   16,916.66         .00   16,916.66     1
     1       7   M42  ATHALE MED PROF CORP       15,750.00         .00   15,750.00   14,833.34         .00   14,833.34     1
     1       7   N13  GILLELAND MED PROF CORP     2,035.93         .00    2,035.93   17,500.00         .00   17,500.00     1
     1       7   N43  BARR MED PROF CORP         16,833.33         .00   16,833.33   15,916.66         .00   15,916.66     1
     1       7   P01  SHIVANANDA MED PROF CORP   16,583.33         .00   16,583.33   15,666.66         .00   15,666.66     1
     1       7   R66  MONDAL MED PROF CORP       21,309.49         .00   21,309.49   20,500.00         .00   20,500.00     1
     1       7   R85  RAMACHANDRANNAIR PROF CO   15,592.44         .00   15,592.44   14,833.34         .00   14,833.34     1
     1       7   T18  ZACHOS                      9,182.02         .00    9,182.02    8,814.59         .00    8,814.59     1
     1       7   V67  MORRISON MED PROF CORP      1,730.84         .00    1,730.84   14,833.34         .00   14,833.34     1
     1       7   W39  DILLENBURG MED PROF CORP    6,210.42         .00    6,210.42   20,500.00         .00   20,500.00     1
     1       7   W85  GORTER MED PROF CORP       17,250.00         .00   17,250.00   16,333.34         .00   16,333.34     1
     1       7   X22  NIEC MED PROF CORP         16,833.33         .00   16,833.33   15,916.66         .00   15,916.66     1
     1       7   X24  PARKER MED PROF CORP       14,166.67         .00   14,166.67   13,250.00         .00   13,250.00     1
     1       7   Y09  FUSCH MED PROF CORP        21,153.50         .00   21,153.50   20,236.84         .00   20,236.84     1
     1       7   Y44  EL-HELOU MED PROF CORP     17,416.67      447.64   16,969.03   16,500.00         .00   16,052.36     1
     1       7   Y50  PREDESCU MED PROF CORP     21,609.49         .00   21,609.49   20,500.00         .00   20,500.00     1

     1       7   66K  NOLAN MED PROF CORP             -.31         .00        -.31        -.31         .31         .00     2

     1      10   033  MARTIN                        -17.86         .00      -17.86         .00         .00         .00     0
     1      10   371  DAL CIN                       574.84         .00      574.84         .00         .00         .00     0
     1      10   399  THOMA                         968.32         .00      968.32         .00         .00         .00     0
     1      10   39L  STEWART                        -6.03         .00       -6.03         .00         .00         .00     0
     1      10   910  BAIN                          461.94         .00      461.94         .00         .00         .00     0
     1      10   942  LEVIS                         637.19         .00      637.19         .00         .00         .00     0
2015/08/12                                     Regional Medical Associates - Hamilton                                       PAGE  12

   Dept    Doc   Doc  Doc Name                  AMT-INCEXP  AMT-TOTDED     DIFF     AMT-PAYPOT  AMT-ADVOUT  AMT-PAYEFT    Doc
  Company  Dept  Nbr                                                                                                       Ep
                                                                                                                        Pay Code

     1      10   X73  HYNES                         790.23         .00      790.23         .00         .00         .00     0
     1      10   Y23  PATTERSON                     -13.60         .00      -13.60         .00         .00         .00     0

     1      29   09L  NELSON                      5,755.97         .00    5,755.97         .00         .00         .00     0

     1      51   07K  RANA                        1,288.20         .00    1,288.20         .00         .00         .00     0

     1      51   Y28  JUERGENS                      816.96    3,000.00   -2,183.04    7,500.00         .00    4,500.00     1

     1      72   229  LIM MED PROF CORP          16,961.74         .00   16,961.74   16,166.66         .00   16,166.66     1
     1      72   58C  WAHI                       14,666.67         .00   14,666.67   13,750.00         .00   13,750.00     1
     1      72   612  LADHANI MED PROF CORP      23,994.37         .00   23,994.37   23,000.00         .00   23,000.00     1
     1      72   C79  ROY MED PROF CORP          28,688.03         .00   28,688.03   26,333.34         .00   26,333.34     1
     1      72   Y91  LATCHMAN MED PROF CORP     22,511.90         .00   22,511.90   19,687.50         .00   19,687.50     1

     1      73   04E  HAWISA                        334.00         .00      334.00         .00         .00         .00     0
     1      73   75L  RANGANATHAN MED PROF COR      334.00         .00      334.00         .00         .00         .00     0
     1      73   76L  NOLAN MED PROF CORP           -62.70         .00      -62.70         .00         .00         .00     0

     1      73   062  KOZENKO MED PROF CORP       2,568.56         .00    2,568.56   13,750.00         .00   13,750.00     1
     1      73   518  TARNOPOLSKY MED PROF COR     -849.63         .00     -849.63   25,000.00         .00   25,000.00     1
     1      73   765  PAES                        2,916.67         .00    2,916.67    2,916.66         .00    2,916.66     1
     1      73   84J  BRILL MED PROF             21,879.91         .00   21,879.91   22,000.00         .00   22,000.00     1
     1      73   T30  LI MED PROF CORP             -542.06         .00     -542.06   16,250.00         .00   16,250.00     1

     1      75   452  ROSENBLOOM                     38.10         .00       38.10         .00         .00         .00     0
     1      75   89F  LOUBANI MED PROF CORP          10.10         .00       10.10         .00         .00         .00     0

     1      75   13L  KIM                              .00         .00         .00    5,500.00         .00    5,500.00     1
     1      75   16B  SULOWSKI MED PROF CO             .00         .00         .00   13,083.34         .00   13,083.34     1
     1      75   24L  LEUNG                            .00         .00         .00   16,666.66         .00   16,666.66     1
     1      75   25J  NGO MED PROF CORP                .00         .00         .00   13,083.34         .00   13,083.34     1
     1      75   48A  GREEN                            .00         .00         .00    5,500.00         .00    5,500.00     1
     1      75   48M  ELTORKI                          .00         .00         .00   15,416.66         .00   15,416.66     1
     1      75   50M  PARDHAN MED PROF CORP            .00         .00         .00    5,138.91         .00    5,138.91     1
     1      75   55M  COWAN                            .00         .00         .00    3,854.16         .00    3,854.16     1
     1      75   58M  GILL                             .00         .00         .00   15,416.66         .00   15,416.66     1
     1      75   72J  KOELINK                          .00         .00         .00   16,666.66         .00   16,666.66     1
     1      75   77L  SOLANO MED PROF CORP             .00         .00         .00   13,083.34         .00   13,083.34     1
     1      75   91K  SCHINDLER MED PROF CORP          .00         .00         .00   16,666.66         .00   16,666.66     1
     1      75   97E  CROCCO MED PROF CORP             .00         .00         .00   15,166.66         .00   15,166.66     1
     1      75   H48  ANCHALA MED PROF CORP            .00   10,982.00  -10,982.00    9,530.66    1,451.34         .00     1
     1      75   V21  KAM                              .00    8,026.13   -8,026.13   10,913.66         .00    2,887.53     1
     1      75   W83  BAIRD MED PROF CORP              .00         .00         .00    7,583.34         .00    7,583.34     1

     1      75   Y83  CANISIUS                       14.56    1,287.97   -1,273.41       14.56    1,273.41         .00     2

     1      76   14H  DEKNA                          29.91         .00       29.91         .00         .00         .00     0
     1      76   31J  RANGANATHAN MED PROF COR      435.88         .00      435.88         .00         .00         .00     0
     1      76   39J  BHAN MED PROF CORP             89.74         .00       89.74         .00         .00         .00     0
     1      76   55A  BABIC MED PROF CORP           668.00         .00      668.00         .00         .00         .00     0
     1      76   56A  ERNST                         668.00         .00      668.00         .00         .00         .00     0
     1      76   60H  CHEUNG                        634.00         .00      634.00         .00         .00         .00     0
     1      76   61A  HALLETT MED PROF CORP          10.91         .00       10.91         .00         .00         .00     0
2015/08/12                                     Regional Medical Associates - Hamilton                                       PAGE  13

   Dept    Doc   Doc  Doc Name                  AMT-INCEXP  AMT-TOTDED     DIFF     AMT-PAYPOT  AMT-ADVOUT  AMT-PAYEFT    Doc
  Company  Dept  Nbr                                                                                                       Ep
                                                                                                                        Pay Code

     1      76   62A  HUNTER                         29.15         .00       29.15         .00         .00         .00     0
     1      76   62M  MARTINEZ                      835.00         .00      835.00         .00         .00         .00     0
     1      76   64A  LATCHMAN MED PROF CORP          2.54         .00        2.54         .00         .00         .00     0
     1      76   65A  LIM MED PROF CORP            -187.45         .00     -187.45         .00         .00         .00     0
     1      76   69A  ROY                           501.00         .00      501.00         .00         .00         .00     0

     2       8   99H  DHESY-THIND MED PROF           61.25         .00       61.25         .00         .00         .00     0

     2      11   14L  CRAIGIE                     3,682.98         .00    3,682.98         .00         .00         .00     0
     2      11   15L  GUDELIS                     7,758.25         .00    7,758.25         .00         .00         .00     0
     2      11   16L  WONG                        3,027.82         .00    3,027.82         .00         .00         .00     0
     2      11   18L  LELIEVRE                   21,601.03         .00   21,601.03         .00         .00         .00     0
     2      11   29L  BERTOTHY                        -.16         .00        -.16         .00         .00         .00     0

     2      13   128  DAUPHIN                      -995.10         .00     -995.10         .00         .00         .00     0
     2      13   251  BAXTER                         -6.35         .00       -6.35         .00         .00         .00     0
     2      13   256  MCCHESNEY                    -926.88         .00     -926.88         .00         .00         .00     0
     2      13   264  PARLEE                       -598.82         .00     -598.82         .00         .00         .00     0
     2      13   81K  LAJOIE                         -1.18         .00       -1.18         .00         .00         .00     0
     2      13   D18  ROSENBLOOD                     -5.21         .00       -5.21         .00         .00         .00     0

     2      14   01H  DEKNA MED PROF CORP            46.33     -106.48      152.81         .00         .00      106.48     0
     2      14   06F  AL ABDULMOHSIN             80,011.75   76,134.66    3,877.09         .00   76,134.66         .00     0
     2      14   13H  KOSTANDOFF MED PROF CORP      -44.74      -44.72        -.02         .00         .00       44.72     0
     2      14   19E  TODD MED PROF CORP               .00      241.15     -241.15         .00      241.15         .00     0
     2      14   30F  LASLO                      -1,277.01   -2,528.61    1,251.60         .00         .00    2,528.61     0
     2      14   31B  STARODUB                      -30.02      -30.02         .00         .00         .00       30.02     0
     2      14   31L  THIRUMOORTHI                     .00       75.83      -75.83         .00       75.83         .00     0
     2      14   32A  PROFITI MED PROF CORP            .00        1.49       -1.49         .00        1.49         .00     0
     2      14   35C  JUNKER-ANDERSEN            -1,877.87   -1,877.87         .00         .00         .00    1,877.87     0
     2      14   38E  SMITH                         -21.74      -21.74         .00         .00         .00       21.74     0
     2      14   53F  BHAN                          -30.00      -30.00         .00         .00         .00       30.00     0
     2      14   629  SIEKIERSKI                     48.47      -48.47       96.94         .00         .00       48.47     0
     2      14   70E  GHANNY                           .00      375.28     -375.28         .00      375.28         .00     0
     2      14   80A  PERNICA                      -240.23     -240.23         .00         .00         .00      240.23     0
     2      14   84E  DEVRAJ                       -910.25     -910.25         .00         .00         .00      910.25     0
     2      14   87J  ILLICAL                        51.11    4,831.04   -4,779.93         .00    4,831.04         .00     0
     2      14   89C  DANTER MED PROF CORP             .00    6,215.31   -6,215.31         .00    6,215.31         .00     0
     2      14   903  COWAN                         -48.66      -48.66         .00         .00         .00       48.66     0
     2      14   90F  CHAUBEY                          .00    2,114.72   -2,114.72         .00    2,114.72         .00     0
     2      14   99J  SEGEDI                           .00    4,163.90   -4,163.90         .00    4,163.90         .00     0
     2      14   J18  SERGEANT                     -173.30     -173.30         .00         .00         .00      173.30     0
     2      14   K01  CYR                          -427.26     -427.26         .00         .00         .00      427.26     0
     2      14   T62  KLEIN                            .00      988.75     -988.75         .00      988.75         .00     0
     2      14   V52  HADDEN                           .00        1.85       -1.85         .00        1.85         .00     0
     2      14   Y49  DUFF                         -111.90     -111.90         .00         .00         .00      111.90     0

     2      14   026  GIBSON MED PROF CORP         -114.50      309.81     -424.31     -114.50      424.31         .00     2
     2      14   04H  DEVRAJ MED PROF CORP          107.64      309.81     -202.17      107.64      202.17         .00     2
     2      14   11E  MITCHELL MED PROF CORP           .00      217.58     -217.58         .00      217.58         .00     2
     2      14   11L  FERENCZ MED PROF CORP         -37.80         .00      -37.80      -37.80       37.80         .00     2
     2      14   12M  JOHNSTON                         .00      309.81     -309.81         .00      309.81         .00     2
     2      14   143  GORDON MED PROF CORP         -536.78       -1.33     -535.45     -536.78      535.45         .00     2
     2      14   150  HAVERS                        -16.57       53.23      -69.80      -16.57       69.80         .00     2
2015/08/12                                     Regional Medical Associates - Hamilton                                       PAGE  14

   Dept    Doc   Doc  Doc Name                  AMT-INCEXP  AMT-TOTDED     DIFF     AMT-PAYPOT  AMT-ADVOUT  AMT-PAYEFT    Doc
  Company  Dept  Nbr                                                                                                       Ep
                                                                                                                        Pay Code

     2      14   15E  KLINGHOFFER                   -93.03      309.81     -402.84      -93.03      402.84         .00     2
     2      14   15M  KRUISSELBRINK                    .00      309.77     -309.77         .00      309.77         .00     2
     2      14   17H  PERNICA MED PROF CORP         240.23      444.76     -204.53      240.23      204.53         .00     2
     2      14   20E  LAD MED PROF CORP                .00    2,019.52   -2,019.52         .00    2,019.52         .00     2
     2      14   221  NEWKIRK                          .00        2.13       -2.13         .00        2.13         .00     2
     2      14   22K  BROTEA MED PROF CORP         -186.79         .00     -186.79     -186.79      186.79         .00     2
     2      14   23C  GREENWALD                    -118.26         .00     -118.26     -118.26      118.26         .00     2
     2      14   24H  PAMPALONI MED PROF CORP      -162.88      309.81     -472.69     -162.88      472.69         .00     2
     2      14   24K  HANIFF                        -37.79      613.49     -651.28      -37.79      651.28         .00     2
     2      14   253  BADER                            .00      203.83     -203.83         .00      203.83         .00     2
     2      14   26L  VENANTIUS                     -41.92         .00      -41.92      -41.92       41.92         .00     2
     2      14   30J  RANGANATHAN MED PROF COR       -3.27         .00       -3.27       -3.27        3.27         .00     2
     2      14   351  PEAT                           -6.55         .00       -6.55       -6.55        6.55         .00     2
     2      14   396  HELLER                       -341.07      309.81     -650.88     -341.07      650.88         .00     2
     2      14   43K  CHANG                        -765.61      309.81   -1,075.42     -765.61    1,075.42         .00     2
     2      14   43M  HINDLE                           .00      309.81     -309.81         .00      309.81         .00     2
     2      14   47F  CHUI MED PROF CORP               .00    2,822.83   -2,822.83         .00    2,822.83         .00     2
     2      14   494  ALI                              .00      197.38     -197.38         .00      197.38         .00     2
     2      14   51H  SIEKIERSKI MED PROF CORP      -53.52      309.81     -363.33      -53.52      363.33         .00     2
     2      14   539  KONDRA                        -58.20         .00      -58.20      -58.20       58.20         .00     2
     2      14   548  ROTSTEIN                         .00       55.38      -55.38         .00       55.38         .00     2
     2      14   61F  HART                          -36.74         .00      -36.74      -36.74       36.74         .00     2
     2      14   634  LUTHRA MED PROF CORP             .00      177.61     -177.61         .00      177.61         .00     2
     2      14   63F  JOSEPH MED PROF CORP         -314.74      309.81     -624.55     -314.74      624.55         .00     2
     2      14   69E  JOHNSON                        -1.28        1.05       -2.33       -1.28        2.33         .00     2
     2      14   69M  AL JISHI                         .00      309.81     -309.81         .00      309.81         .00     2
     2      14   711  PADGETT                        -6.28         .00       -6.28       -6.28        6.28         .00     2
     2      14   72K  SMITH MED PROF CORP             3.19    1,146.77   -1,143.58        3.19    1,143.58         .00     2
     2      14   744  GUSCOTT MED PROF CORP        -395.29      309.81     -705.10     -395.29      705.10         .00     2
     2      14   76F  TSANG                        -409.24       22.60     -431.84     -409.24      431.84         .00     2
     2      14   76H  BOLLEGALA                        .00       30.78      -30.78         .00       30.78         .00     2
     2      14   77C  MILLER MED PROF CORP         -687.07         .00     -687.07     -687.07      687.07         .00     2
     2      14   787  WELSFORD MED PROF CORP         -6.24      181.57     -187.81       -6.24      187.81         .00     2
     2      14   85K  WINEMAKER                        .00        7.93       -7.93         .00        7.93         .00     2
     2      14   864  DEADMAN                      -145.51      -36.38     -109.13     -145.51      109.13         .00     2
     2      14   86J  HEIKKILA                     -159.40      371.58     -530.98     -159.40      530.98         .00     2
     2      14   876  HAWISA                         -1.76         .00       -1.76       -1.76        1.76         .00     2
     2      14   87F  ALGHAMDI                     -134.89      836.52     -971.41     -134.89      971.41         .00     2
     2      14   91A  WIWCHARUK MED PROF CORP          .00       16.22      -16.22         .00       16.22         .00     2
     2      14   92L  CONNOLLY MED PROF CORP       -224.41         .00     -224.41     -224.41      224.41         .00     2
     2      14   958  NASSAR                         -2.41    2,919.79   -2,922.20       -2.41    2,922.20         .00     2
     2      14   973  JOWETT MED PROF CORP         -137.01      791.28     -928.29     -137.01      928.29         .00     2
     2      14   C26  HARVEY                         -3.03         .00       -3.03       -3.03        3.03         .00     2
     2      14   D36  MIZERA                       -165.83         .00     -165.83     -165.83      165.83         .00     2
     2      14   F69  TURPIE                       -186.44      113.00     -299.44     -186.44      299.44         .00     2
     2      14   J06  MUGGAH                           .00       54.36      -54.36         .00       54.36         .00     2
     2      14   J71  PLACH                         -50.19         .00      -50.19      -50.19       50.19         .00     2
     2      14   K15  RAMSDALE                         .00        2.40       -2.40         .00        2.40         .00     2
     2      14   K45  CHRISTJANSON                 -781.16      309.81   -1,090.97     -781.16    1,090.97         .00     2
     2      14   K60  ROBERTSON MED PROF CORP    -3,011.56      364.90   -3,376.46   -3,011.56    3,376.46         .00     2
     2      14   K68  BULLEY                     -1,115.07     -136.22     -978.85   -1,115.07      978.85         .00     2
     2      14   M81  SKRINSKAS MED PROF CORP      -600.30      331.00     -931.30     -600.30      931.30         .00     2
     2      14   P37  ALMOHRI                          .00       70.83      -70.83         .00       70.83         .00     2
     2      14   R37  VAN REEKUM MED PROF CORP      -92.58         .00      -92.58      -92.58       92.58         .00     2
2015/08/12                                     Regional Medical Associates - Hamilton                                       PAGE  15

   Dept    Doc   Doc  Doc Name                  AMT-INCEXP  AMT-TOTDED     DIFF     AMT-PAYPOT  AMT-ADVOUT  AMT-PAYEFT    Doc
  Company  Dept  Nbr                                                                                                       Ep
                                                                                                                        Pay Code

     2      14   T96  AMLANI MED PROF CORP       -8,127.54      364.90   -8,492.44   -8,127.54    8,492.44         .00     2
     2      14   V55  TUMA                             .00      322.64     -322.64         .00      322.64         .00     2

     2      15   668  DAVIS MED PROF CORP              .00      772.56     -772.56         .00      772.56         .00     0

     2      21   33K  KHALIL                     22,698.17         .00   22,698.17         .00         .00         .00     0
     2      21   75J  WHIPPEY                    11,843.83         .00   11,843.83         .00         .00         .00     0
     2      21   936  BUCKLEY                    22,082.52         .00   22,082.52         .00         .00         .00     0

     2      24   86F  AL JISHI                     -559.26      303.69     -862.95         .00      303.69         .00     0

     2      25   06K  ALEEM                        -218.07         .00     -218.07         .00         .00         .00     0
     2      25   39M  BISLAND                          .00      309.81     -309.81         .00      309.81         .00     0
     2      25   45M  DZAJA                            .00      309.81     -309.81         .00      309.81         .00     0
     2      25   51K  LEBLANC                      -270.38      303.69     -574.07         .00      303.69         .00     0
     2      25   52M  MCCLOY                           .00      309.81     -309.81         .00      309.81         .00     0
     2      25   65M  FARRUGIA                         .00      309.81     -309.81         .00      309.81         .00     0
     2      25   73M  BANGA                            .00      309.81     -309.81         .00      309.81         .00     0
     2      25   93K  HOLDER                        -15.06      303.69     -318.75         .00      303.69         .00     0

     2      26   72H  KOSTANDOFF MED PROF CORP        5.11         .00        5.11         .00         .00         .00     0
     2      26   J47  NANTHA-AREE                   -43.18         .00      -43.18         .00         .00         .00     0

     2      28   88J  LAM                          -308.94         .00     -308.94         .00         .00         .00     0
     2      28   89J  KANG                       29,855.50         .00   29,855.50         .00         .00         .00     0

     2      34   52C  FOLEY MED PROF CORP        -1,009.16         .00   -1,009.16   -1,009.16    1,009.16         .00     2
     2      34   B88  HAYWARD                      -374.87         .00     -374.87     -374.87      374.87         .00     2

     2      36   C97  MAIN                         -231.45         .00     -231.45     -231.45      231.45         .00     2
     2      36   G54  POPOVIC                       -58.26         .00      -58.26      -58.26       58.26         .00     2
     2      36   N65  LEE MED PROF CORP            -230.28         .00     -230.28     -230.28      230.28         .00     2
     2      36   N69  TANG                         -113.11         .00     -113.11     -113.11      113.11         .00     2
     2      36   V04  BOUTROSS-TADROSS PROF         -97.42         .00      -97.42      -97.42       97.42         .00     2

     2      37   27J  NAQVI                          -5.63         .00       -5.63       -5.63        5.63         .00     2
     2      37   51F  ODASHIRO                       -5.84         .00       -5.84       -5.84        5.84         .00     2
     2      37   F28  CUTZ                          -60.76         .00      -60.76      -60.76       60.76         .00     2
     2      37   F33  GOHLA                         -27.50         .00      -27.50      -27.50       27.50         .00     2
     2      37   M21  LUKIC                           -.64         .00        -.64        -.64         .64         .00     2
     2      37   Y93  ALOWAMI                        -5.68         .00       -5.68       -5.68        5.68         .00     2

     2      38   51C  FOLEY MED PROF CORP           -38.28         .00      -38.28      -38.28       38.28         .00     2
     2      38   X62  SMIEJA                       -175.84     -158.26      -17.58     -175.84       17.58         .00     2

     2      41   02H  SHAIKH MED PROF CORP             .00    1,199.74   -1,199.74         .00    1,199.74         .00     2
     2      41   46H  HANEL MED PROF CORP            65.83    2,422.28   -2,356.45       65.83    2,356.45         .00     2

     2      42   W66  VALANI MED PROF CORP             .00      459.70     -459.70         .00      459.70         .00     0

     2      42   55K  ATRIE                            .00      282.50     -282.50         .00      282.50         .00     2
     2      42   56M  COWAN                            .00      282.50     -282.50         .00      282.50         .00     2
     2      42   63M  VAN DIEPEN                       .00      282.50     -282.50         .00      282.50         .00     2
     2      42   67C  BAW MED PROF CORP               8.29      282.50     -274.21        8.29      274.21         .00     2
2015/08/12                                     Regional Medical Associates - Hamilton                                       PAGE  16

   Dept    Doc   Doc  Doc Name                  AMT-INCEXP  AMT-TOTDED     DIFF     AMT-PAYPOT  AMT-ADVOUT  AMT-PAYEFT    Doc
  Company  Dept  Nbr                                                                                                       Ep
                                                                                                                        Pay Code

     2      44   03H  SHAIKH MED PROF CORP             .00       55.00      -55.00         .00       55.00         .00     0

     2      80   08M  EL-BATNIGI                       .00      303.69     -303.69         .00      303.69         .00     0
     2      80   09M  AKEF                       43,638.62      473.19   43,165.43         .00      473.19         .00     0
     2      80   10M  GHOLAM                     29,521.55      314.99   29,206.56         .00      314.99         .00     0
     2      80   50L  AL-JAZRAWI                207,809.75      786.29  207,023.46         .00      786.29         .00     0
     2      80   51L  DEMIAN                    207,221.47      786.29  206,435.18         .00      786.29         .00     0
     2      80   53L  BOUCHER                    28,867.70      461.89   28,405.81         .00      461.89         .00     0
     2      80   54L  CARON MED PROF CORP        10,220.50      326.29    9,894.21         .00      326.29         .00     0
     2      80   55L  GALINSKI MED PROF CORP      9,414.53       45.20    9,369.33         .00       45.20         .00     0
     2      80   65L  BARSOOM                     7,099.89      326.29    6,773.60         .00      326.29         .00     0
     2      80   66L  BIBAWI                     22,454.46      383.49   22,070.97         .00      383.49         .00     0
     2      80   79L  INAMDAR MED PROF CORP      58,045.26      461.89   57,583.37         .00      461.89         .00     0
     2      80   80L  ABOUNAJA                         .00      303.69     -303.69         .00      303.69         .00     0
     2      80   91L  MOHAJERANI                 45,096.48      124.30   44,972.18         .00      124.30         .00     0
     2      80   95L  JOCIC MED PROF CORP        13,884.64      337.59   13,547.05         .00      337.59         .00     0
     2      80   97L  POLLETT                    63,751.29      721.79   63,029.50         .00      721.79         .00     0





































